Alami,Sintetis
25.46366367887378,25.14599308173829
25.39151323750382,25.13200998820362
25.412113586714103,25.06801269277823
25.42492106511152,25.02237484480709
25.355340558725345,25.008779985597194
25.412653509619517,24.987331501823626
25.39405967720052,24.95985181944934
25.400206491283818,24.93489929479046
25.392713363221414,24.93199478798325
25.405525829209815,24.886058840124257
